amount,transactions,hour,fraud
1933.12842371688,1,9,0
24800.60259586165,6,0,1
121.23689448758991,1,17,0
1205.818059342615,4,12,0
6960.096673657674,2,15,0
761.3131304065554,3,10,0
1331.0105993104564,3,6,0
1261.2693052725701,4,20,0
1848.5779369760467,4,19,0
766.5972739755452,4,8,0
1483.0885735925383,4,14,0
455.3820958865364,1,8,0
1892.9608406272166,2,18,0
33067.21566992359,4,19,1
34606.502260448986,15,22,1
1385.3480979277172,3,18,0
5441.894400065727,2,18,0
1669.8888174610322,1,15,0
5917.918792414053,12,0,1
33007.694877126814,6,1,1
922.3477821951575,3,10,0
745.0037790350622,1,17,0
20010.110071455787,13,1,1
1535.3069287687972,2,16,0
1600.8500015221914,1,8,0
2424.0923896440527,1,21,0
1722.6770187350742,4,6,0
432.2366647056289,1,17,0
550.4866256661335,3,12,0
505.6136641520441,2,7,0
1827.8591343560038,2,19,0
1100.7896618681652,3,6,0
6904.715334601611,15,0,1
1336.5892113487776,4,14,0
38494.13539639698,14,23,1
1144.9350541361412,3,13,0
49831.277494978385,8,4,1
982.3029778405199,2,20,0
1262.6118538978724,3,21,0
1392.7451499727676,1,22,0
589.7255237386989,4,22,0
200.26902729604282,1,19,0
1111.4245602886747,1,13,0
1005.0401977687061,3,15,0
26797.312920256878,6,1,1
646.0900246812298,2,6,0
1880.6469895782036,4,16,0
685.8458630321876,1,10,0
824.4555575645844,2,19,0
86.12081387342889,4,9,0
1032.811252989633,4,19,0
988.3105542866828,4,9,0
1526.8236030058858,3,10,0
512.0477868628095,2,13,0
61.26367343409905,2,22,0
796.0782471478118,1,9,0
623.2982102646703,2,16,0
68.23522056048667,3,16,0
1744.566004715112,3,6,0
534.2035879903525,4,11,0
628.7122272723253,2,14,0
1672.6879802213134,4,12,0
112.81937799867066,3,20,0
98.31847885177672,1,14,0
3981.5932589377044,3,18,0
169.40917212846438,3,7,0
17029.995188876284,13,22,1
763.4622238892962,3,20,0
1381.5876318387243,1,9,0
750.5257371101115,4,6,0
407.5442136215422,1,13,0
477.8052287472902,3,21,0
7484.11274933448,2,13,0
1723.624867682828,2,20,0
1427.0862738560365,2,7,0
23.34022183557842,4,6,0
756.9764763907274,1,11,0
1498.6777990043695,1,13,0
511.9615579286349,3,16,0
526.2321115961167,1,16,0
1784.4824325653324,2,17,0
1867.263650193362,2,7,0
1870.9791517109406,4,13,0
424.3020864091081,3,14,0
1257.6856136710196,1,16,0
34344.35712869231,13,1,1
1572.5001073106068,1,16,0
34856.64366150169,11,3,1
1523.3390400241858,1,9,0
1636.635999787405,1,14,0
9070.358303244904,10,1,1
665.0910810123606,2,7,0
1929.7046321800894,4,11,0
1990.7365817905174,3,17,0
6679.360481462433,2,17,0
1045.2985118792712,2,17,0
10963.642137142026,11,22,1
290.11029462305515,2,13,0
1462.0668632464767,3,7,0
898.638188396167,3,10,0
29.326826028117804,3,15,0
436.61027130535064,4,17,0
1753.8297747647605,2,12,0
1800.0020828064514,2,9,0
218.9779732081295,3,20,0
1590.553804462097,2,17,0
457.8469339932159,1,10,0
663.46181932224,2,22,0
4938.6625971611265,3,14,0
1390.8491312495655,2,6,0
1204.9732153671123,1,21,0
1795.1176633411842,1,21,0
1179.4838619234854,3,14,0
1319.9087403312442,3,13,0
843.5717480849466,1,11,0
1636.6992805159546,3,12,0
1125.8710130982777,3,10,0
1521.4454908165303,3,12,0
4546.661773706033,4,12,0
1255.6286422499436,4,21,0
1075.283237925654,3,12,0
101.76110872429378,3,14,0
896.1581278561563,1,21,0
3399.2320072707976,2,19,0
238.8365053703159,4,8,0
852.957905161725,3,8,0
5516.316498917867,9,1,1
953.9735956178142,1,17,0
1959.135921770285,3,11,0
1542.0764831834479,4,22,0
1557.7547590221645,3,11,0
1861.828300582269,2,14,0
1324.400658969314,1,9,0
1092.494332825508,1,7,0
1429.3571533390466,2,22,0
1358.6421213142546,2,17,0
857.6382024432187,3,12,0
516.9893141570158,4,7,0
1627.638540147408,3,9,0
614.4457692964672,3,19,0
1214.330591796661,3,21,0
1831.6247354905413,3,21,0
1024.5520534028792,4,12,0
523.4411818332675,3,21,0
748.611433803093,3,20,0
1134.6912483437866,1,6,0
507.8978691179587,1,18,0
265.2699086175201,3,12,0
95.33117602982901,4,14,0
36072.731557947016,14,3,1
1489.068273971251,1,9,0
1914.435407828756,2,11,0
11950.486840130092,12,3,1
715.6414399234783,3,12,0
1338.8720514957677,4,6,0
47922.24230627039,6,3,1
864.5332915823639,3,8,0
1103.787044909911,1,22,0
1122.0604583045736,4,16,0
300.2189447272863,4,16,0
109.16272835050339,3,12,0
718.7185928694695,2,18,0
1474.1386127091246,3,14,0
1293.6005067300755,1,17,0
297.6171371757987,4,6,0
1785.952293649923,3,14,0
48504.0569370844,15,19,1
1121.2997706231047,2,21,0
1751.3933444912097,3,10,0
1850.7633277980785,3,6,0
41495.27030008827,11,4,1
1111.2202008957129,3,10,0
1156.996576655753,2,8,0
1526.9776468580988,3,10,0
516.4379262857859,4,15,0
1677.0080772369254,3,16,0
1964.005639636955,3,9,0
45804.563849776685,7,3,1
743.1420411085265,3,7,0
350.78028734118885,2,12,0
778.4811505318586,2,12,0
1560.4245497552831,3,8,0
392.14319081760385,1,17,0
133.63190351545416,2,11,0
1128.5097414020793,3,7,0
1171.6920438041232,2,10,0
39225.63778052492,11,1,1
969.5444566643263,2,10,0
48125.46258331635,9,20,1
134.11144665453372,2,14,0
1339.2878867027603,3,10,0
41.91279652014279,2,18,0
1831.4996761392554,4,13,0
1800.8842742150116,4,9,0
1743.672127124044,4,21,0
7014.076080894424,6,23,1
1888.577532128272,4,11,0
8786.152518274743,14,0,1
1475.6905750479975,2,15,0
718.9206354909446,4,16,0
648.9070375514916,3,6,0
1802.6529212070393,4,21,0
479.46944873522193,2,12,0
1941.9731415191707,1,7,0
636.6793489516159,4,21,0
3740.266173535023,4,17,0
27.61108671021095,3,11,0
1952.4025211181845,3,16,0
20818.291982185205,4,2,1
658.3354108915481,2,6,0
7678.044831307202,4,13,0
1923.295021924074,1,12,0
43138.837867496644,4,12,1
1509.964616142571,4,6,0
1496.0813468543768,4,15,0
1038.3254798837634,2,13,0
1399.6127500636835,1,13,0
1972.8263180029219,1,13,0
1015.9986363409245,1,18,0
1324.1292936074826,2,19,0
1665.1530219257147,4,16,0
41074.2443510076,9,22,1
1289.6081818333048,4,10,0
988.1843684944517,3,14,0
939.5332859772062,4,15,0
901.0381760228065,1,22,0
1429.61534717222,2,20,0
1760.1003964384922,3,16,0
161.41052507351577,4,17,0
1052.358781842593,1,10,0
21622.690030910897,13,22,1
1304.0662847332567,4,10,0
1684.7662566887384,1,21,0
49588.02390024429,10,18,1
1915.53401950204,3,12,0
391.6488382336316,1,19,0
1478.329467931298,2,18,0
541.2164836784601,3,22,0
510.3346467862749,4,7,0
1358.2059141578302,4,20,0
837.1212363038394,3,20,0
18769.898570375408,6,17,1
160.5856394193546,1,15,0
1099.0718559876068,4,7,0
867.0344043431709,2,19,0
1182.0513258546407,4,22,0
29255.59691387092,5,1,1
1177.0170772912102,1,6,0
1811.6973610372945,2,7,0
1114.0781934931956,4,20,0
1614.4840838181153,1,16,0
447.2349042500993,2,19,0
8324.028052063755,6,22,1
1868.4811803254102,1,12,0
201.6777586015986,1,16,0
319.6029996808181,2,19,0
34.74636595137419,1,17,0
7998.406256773373,5,2,1
728.0035095937858,2,14,0
584.6474304670119,4,21,0
1752.259739717362,2,17,0
18565.785894910172,12,3,1
688.7648924669229,4,21,0
12564.210333775794,4,15,1
1041.27765000626,4,17,0
838.5270750775625,3,18,0
1841.1135765520753,4,15,0
1389.9927487715065,1,16,0
9484.108739945452,12,2,1
735.070628198949,2,10,0
1984.0896497139122,2,16,0
5256.178843012409,3,11,0
1812.5569664776192,2,21,0
895.1672928326656,2,17,0
187.78632082129144,1,9,0
1730.3048067484635,3,11,0
977.9322613323692,2,19,0
6350.110148160004,14,10,1
17.79808811140155,3,17,0
749.2507399469539,3,13,0
43018.3321490594,3,18,1
826.8574531042206,4,21,0
232.62482472006073,1,7,0
1218.3505483037256,3,14,0
253.29025167267972,4,6,0
1891.432875293002,1,18,0
595.7989942242525,4,14,0
13578.628069623675,3,3,1
1937.7020453955208,2,22,0
30946.12462776313,13,3,1
1666.3556363995956,3,14,0
212.73347265002926,3,6,0
1271.683088678278,1,9,0
781.8770263269142,1,11,0
1556.8056676686158,1,16,0
560.1459772362366,4,19,0
54.030339008066775,4,10,0
425.489233493683,3,20,0
1851.7370704979917,4,15,0
870.3885601733316,2,15,0
17731.55118588279,9,1,1
1724.2630097688777,1,14,0
67.54894588332124,2,18,0
1502.5807506895385,3,18,0
3452.5772771872284,1,9,0
40577.49057154041,11,23,1
149.24856326601187,4,17,0
5076.936158593091,1,20,0
9572.146839612426,12,2,1
289.32697780464804,2,12,0
237.64353770793267,1,18,0
1475.8943075452844,4,21,0
190.5932188593002,4,11,0
121.88536255480764,2,17,0
1535.244034004855,2,11,0
4858.021906384904,4,7,0
733.1989900669571,1,19,0
693.4050501803197,3,11,0
12081.10045921212,12,1,1
1984.2489296112308,1,6,0
151.93097952609855,1,15,0
8192.001846310817,10,22,1
924.6064619675582,2,12,0
1376.6463667679593,1,6,0
48.73341107218489,2,9,0
1211.6978282709424,4,10,0
36755.10953806468,13,3,1
1957.446514452683,1,10,0
671.3873439173472,3,18,0
1137.563581782338,4,20,0
197.53695676329207,1,20,0
153.5831741108542,1,8,0
1923.6397800269747,3,15,0
1199.872145641297,3,6,0
1851.90549132192,3,17,0
1511.2319818568726,1,14,0
6922.956651138978,8,3,1
1606.7262907179631,1,18,0
1590.343933091171,2,18,0
1655.2860694836918,4,8,0
912.1989894792273,2,22,0
120.81382048032712,2,20,0
1195.0821877363032,4,8,0
33065.09099812247,9,9,1
120.08904248665011,1,8,0
462.6484930362561,2,21,0
45154.10346953875,8,4,1
330.8661132212802,2,22,0
71.42668192332285,2,18,0
318.06722442577484,3,19,0
424.4998375335065,4,10,0
35445.95911056743,10,3,1
1071.0105646998481,4,18,0
1607.506507945278,2,19,0
1640.2871810861056,2,22,0
23258.95291365027,11,2,1
1085.5860501598763,2,22,0
1659.112890411797,4,22,0
1177.736244606345,3,6,0
705.7296090440263,3,17,0
21878.259870293237,3,2,1
1284.329228737217,1,22,0
228.46959696962986,1,20,0
773.3775389658537,1,10,0
122.58138022882939,4,11,0
3485.6307793146425,1,13,0
26793.84798278276,5,2,1
1486.7082231037064,3,13,0
820.6668195206629,3,12,0
361.49176905483597,4,10,0
10154.952008898461,12,2,1
1861.7964340791048,4,12,0
884.3298786194447,1,11,0
9143.038406475789,6,0,1
1642.1329514506924,4,19,0
867.3749388038019,2,11,0
1923.5792126842687,3,14,0
1413.8253416022274,1,18,0
374.6471778352385,1,14,0
1116.7174613934378,3,13,0
669.3023295528269,4,7,0
1086.2005101149518,1,14,0
912.2820525996437,3,14,0
1418.4093698540723,4,15,0
1245.8761423810108,4,9,0
31324.124102200887,7,23,1
391.87527712186846,1,22,0
1235.1752649257758,1,20,0
1381.1746897876365,3,16,0
3119.0109750309653,1,9,0
575.2608604541931,2,11,0
1857.280049887712,2,9,0
600.1156178774861,4,22,0
234.1100787826259,4,11,0
821.3961488798391,2,7,0
122.21208088798414,2,20,0
187.91744754559923,1,22,0
750.0763605433236,4,8,0
15750.70665054656,15,6,1
582.6221800822568,1,18,0
49350.56238649719,14,0,1
716.75072235277,2,17,0
239.2349781685927,1,14,0
3717.086742819786,4,12,0
649.0954863213111,2,21,0
1407.6921318450266,1,11,0
720.9782682762497,1,13,0
34575.24537704952,5,0,1
20.734698369042746,3,20,0
919.3609292644638,2,16,0
638.1223111694247,1,14,0
380.11178178226976,2,19,0
561.5927427209942,1,22,0
420.45081049797255,2,13,0
30460.61355331113,11,23,1
1316.4306252057572,2,14,0
457.3910043232732,3,11,0
31069.718410419664,7,12,1
1741.2484943784964,3,6,0
174.56592428764182,4,13,0
1729.1029408421516,2,10,0
5561.669090390525,4,15,0
238.06466903006847,4,13,0
615.8655736205475,4,13,0
299.66432145979957,2,14,0
1832.1478121859855,1,9,0
830.6055331445344,1,20,0
1891.3962702375914,3,11,0
1005.3804729691007,1,7,0
88.34501108650204,1,9,0
1057.5029139409512,2,14,0
1670.0207148242673,3,11,0
431.15488040760187,4,14,0
455.2150002078161,4,11,0
1455.999202252273,3,18,0
154.4967710935329,1,21,0
1979.6385451458798,4,17,0
1580.5601421456927,1,6,0
360.64234899735175,3,11,0
1458.6677127497812,4,10,0
556.8006121541493,2,22,0
1864.8219696781819,4,6,0
86.18513360854364,4,21,0
694.7555879418305,3,9,0
1118.7701723248172,2,14,0
446.4327608289009,3,20,0
885.4117299072443,4,20,0
1196.7863658705642,1,22,0
840.9019829766578,2,17,0
942.107507539493,4,17,0
1375.0011437833987,4,11,0
1117.7017601827795,1,11,0
34237.17421520862,7,23,1
962.4007448127018,3,6,0
237.53689036635458,1,18,0
7350.745712613962,6,23,1
49524.83507870077,6,3,1
1259.7747193445339,3,10,0
1471.0989768064478,1,19,0
25.65205045336314,3,7,0
1385.8364520194725,3,12,0
695.6350272845324,1,15,0
1336.013015308291,3,9,0
226.47824412140386,1,20,0
1265.392100205312,1,6,0
1398.4649790132662,1,20,0
41556.067126573864,10,23,1
8106.935207700781,11,4,1
759.4318502329247,3,8,0
1781.9634436931328,1,15,0
5052.326998783965,4,21,0
1061.447218393448,3,6,0
749.627346650408,4,13,0
1623.176036847298,4,15,0
6070.0335458106565,1,15,0
1315.2795719822564,2,19,0
699.6980584284207,1,21,0
1086.4677639800004,4,13,0
312.61102214813315,1,20,0
83.54607558168509,3,19,0
21251.97748856939,3,23,1
3581.7669832233337,2,6,0
1848.7415391054285,4,20,0
248.13917956007222,4,12,0
1786.530123608626,3,7,0
807.0545455667748,2,21,0
475.4126583670709,3,19,0
1772.200026428056,4,22,0
206.77693753528746,2,14,0
1382.3800772371296,3,21,0
1296.1319755925695,4,10,0
795.2137499402403,4,12,0
1181.345183035359,1,12,0
798.1786222595011,2,16,0
994.7868463257614,1,17,0
23699.458811000655,4,1,1
1861.2437137745358,1,15,0
47970.327793578064,3,23,1
1332.517539170962,4,17,0
1074.2699410162952,4,17,0
27615.000084492465,11,3,1
543.0819254380808,2,14,0
1757.8554506374685,2,6,0
1078.2448338453817,3,11,0
750.5346763789172,4,20,0
249.34450218668405,1,15,0
1937.6475672350632,3,12,0
1526.3679455019396,2,11,0
850.8766873652901,4,11,0
1059.7608746462304,2,22,0
1592.6743363739681,3,17,0
376.16512920027685,4,12,0
691.9768881289566,4,11,0
668.454327677682,4,21,0
1071.8860804816366,1,18,0
640.1770300586375,2,19,0
991.6121735771844,1,21,0
30142.489165521336,8,17,1
945.619463026885,1,8,0
15.704225486160338,4,10,0
1570.0624723820529,4,21,0
1725.7230274757142,3,15,0
1252.9180424852113,3,21,0
1899.7995087907525,1,22,0
28439.149372592103,15,3,1
968.7153596546823,1,9,0
12613.005654251672,13,14,1
1448.0887400065083,4,21,0
642.1427606059078,2,8,0
1932.5519625330735,2,15,0
1544.5947434634563,3,10,0
8127.01369698901,12,22,1
570.9886018974383,3,22,0
526.3921740129766,4,11,0
1744.594432496555,1,22,0
423.70602159567653,1,6,0
1885.5034197809712,3,6,0
714.6144554345277,3,22,0
141.19815697304142,4,19,0
38838.591724816346,4,4,1
21129.71327729826,12,1,1
1983.0326846427236,3,16,0
622.0898378658636,2,14,0
946.3687351258709,2,22,0
1197.3480271260764,2,11,0
1007.7558666639542,2,13,0
380.9483861439229,2,17,0
6603.523770114037,4,22,0
707.4878443067911,3,14,0
1129.3812509275194,2,15,0
7446.833379050564,1,6,0
349.0565127555664,4,7,0
1310.4371821212246,4,19,0
73.20083208057304,4,21,0
1770.2797234293014,4,12,0
46400.03672433081,15,2,1
1847.330602485911,3,11,0
12356.846143664534,4,3,1
1491.4152600553277,4,21,0
37607.624290118736,15,13,1
1313.1665076668073,1,20,0
1282.1615596164168,3,20,0
33425.50991250058,7,2,1
25730.502562544276,5,0,1
1393.9709370342998,4,8,0
832.8493213242966,1,21,0
1577.0128745619695,2,12,0
83.15349068525948,2,7,0
1720.9964058118367,4,9,0
1336.0000376108997,2,8,0
5964.503241505925,1,9,0
19696.334110398268,15,4,1
1517.1614752109847,4,9,0
21213.650456176532,11,2,1
1512.5307722593916,4,13,0
38921.33971584828,15,4,1
1364.7532214591424,3,21,0
1714.1244644525395,4,19,0
924.7328776461939,3,21,0
1634.2686112246197,1,10,0
1088.0681212674506,2,14,0
258.5804081791704,1,12,0
1317.801924761544,3,7,0
3339.436977828964,2,22,0
884.399146060783,3,8,0
27046.58677144814,13,23,1
1264.5765499952793,1,11,0
1723.0288101542485,1,21,0
1057.4066597206656,1,13,0
1973.8661515524452,4,15,0
1132.5046907631,4,22,0
1415.2766259152122,3,12,0
1180.2725561877,4,19,0
1880.5278853093628,3,21,0
893.9232649596416,3,11,0
1251.6066320883615,1,15,0
1853.054806345391,3,18,0
30091.019893703648,13,0,1
1881.76716019023,2,6,0
751.7198622473085,2,9,0
1562.5414779528787,1,9,0
1644.5376168362843,3,12,0
23.047561386468416,4,20,0
1442.5488015344147,4,11,0
1723.282354016348,2,12,0
955.1097021261922,2,19,0
36719.73470332153,10,19,1
205.8333398999218,1,14,0
1473.4618687656189,3,20,0
1262.7907286271043,3,19,0
7640.893242830781,6,2,1
2870.216435099634,3,21,0
613.5984841800324,4,15,0
898.9497420887901,3,21,0
1820.9915761557043,2,18,0
62.65623268099451,3,16,0
7419.740497151495,4,20,0
259.46639883214556,3,6,0
1317.8365963476397,2,20,0
1237.765031046863,2,17,0
546.6059136654621,2,10,0
1799.28204640139,2,9,0
858.755268144685,1,15,0
884.7392609662702,1,15,0
1979.0866382156757,1,15,0
1561.944053864858,2,19,0
599.7039090837475,2,7,0
1273.9068953959766,1,21,0
257.76323276940514,1,20,0
1406.023116679262,2,7,0
43786.2435642872,6,16,1
1151.1332242363762,4,6,0
336.35724363832304,1,22,0
22.462839949189124,4,22,0
1540.6797432385056,3,10,0
1226.9366514908413,2,22,0
754.9273095886683,1,7,0
33174.82108913007,3,23,1
1619.9388850100038,2,8,0
1082.8067970734805,2,20,0
102.79563341684691,2,21,0
1510.1980822647713,3,17,0
1416.3451501896848,1,20,0
1972.231351323637,2,7,0
1116.9156985163115,1,8,0
1501.2225479496171,2,16,0
612.8283110335077,4,19,0
529.2310204435234,4,8,0
577.7414784765838,1,16,0
1492.7376655210182,1,10,0
43672.15321632474,10,0,1
18115.999629112695,13,0,1
242.9433565144635,1,22,0
945.1307743834212,4,9,0
1668.1579951398069,1,14,0
32548.816772283484,6,22,1
6153.659315554321,13,1,1
1050.7456262107264,3,8,0
1689.796594488019,4,22,0
144.6564389903899,1,17,0
1065.785236654676,4,22,0
1625.3955889106253,4,14,0
1714.4486777945856,4,13,0
1957.4926314118063,1,12,0
1610.3503589576915,1,21,0
286.3027585857318,3,7,0
498.4912775021591,3,14,0
239.70528911156953,1,9,0
15998.371618343861,9,22,1
365.4247464523331,4,15,0
1411.6468736258548,4,8,0
257.2313727459801,2,12,0
21562.628080687122,10,12,1
895.7423631730273,1,10,0
1753.5021703977964,1,16,0
1992.4714178066502,2,17,0
157.00482883949752,4,22,0
303.728825766029,1,8,0
44.65265726840175,3,22,0
81.842162893408,4,12,0
1296.8722474948304,4,17,0
688.5308899652351,4,19,0
5703.387464176352,10,4,1
420.93028821945205,1,6,0
219.17191226478192,4,18,0
10846.063968675517,7,23,1
1044.6097147076775,1,9,0
34052.50160471823,14,4,1
597.7809192555889,3,20,0
1621.0805392912832,4,14,0
1494.5807720236514,2,8,0
104.65757012785053,3,12,0
408.48204973100314,3,16,0
138.05732656636746,1,9,0
486.95985392314094,1,16,0
42091.38495666939,14,5,1
1705.9197678866442,4,8,0
1575.3302409174112,4,19,0
320.6311979366437,2,18,0
790.4771369982277,3,7,0
928.3239133558652,2,13,0
10814.68343336367,5,2,1
657.02834956734,2,12,0
1346.454990239122,2,10,0
839.0276216840275,3,18,0
1584.204654372094,3,17,0
6259.999707107802,1,19,0
919.6423659408711,2,8,0
662.3194546247751,3,7,0
1502.2820485237753,3,6,0
1542.0621186759754,1,12,0
311.93041642069915,1,17,0
1685.6727433145984,1,13,0
12969.753435981553,9,3,1
1315.3613003079827,1,19,0
519.7229124171629,4,11,0
434.2595084071646,2,15,0
1740.5081081618137,3,11,0
1585.187769711088,2,22,0
1639.4493959949025,2,19,0
788.2234438425292,4,20,0
938.5656507511618,4,10,0
38352.1280748162,10,7,1
1156.5894768566764,2,18,0
29042.847043199472,4,23,1
1803.3352812191663,1,16,0
1030.5421852184008,4,8,0
715.6935415720138,3,21,0
364.4675148248162,1,11,0
286.04512877254444,3,22,0
1109.7083451549147,2,6,0
1139.0496949397955,3,11,0
312.64795436938937,4,21,0
1966.623376901693,1,15,0
1901.9549476782934,2,14,0
1587.361616273429,1,9,0
285.6043938708123,3,7,0
966.3546515624004,4,6,0
835.5501275376447,1,8,0
433.34201176879515,2,19,0
1330.142154977102,2,14,0
16832.648614423408,5,6,1
156.31632445288187,2,22,0
161.58509304701846,2,22,0
1629.7019262026017,1,19,0
1654.9223641387803,1,17,0
1071.4760913887587,3,8,0
1233.2830801746495,2,12,0
16.20372528416516,1,18,0
707.4683745708197,1,10,0
245.03642425412178,3,7,0
52.834441681720776,4,20,0
1662.1989199208958,1,22,0
30.175128470244015,1,9,0
1189.3379159456103,4,9,0
219.5865802205746,1,6,0
1799.215227200658,2,18,0
200.91764564887873,2,12,0
635.7547628285533,3,9,0
1881.4088766675009,3,16,0
335.58033549750394,2,9,0
1278.5239929013105,4,12,0
1533.8717608149798,3,12,0
1434.6748929008534,2,9,0
7837.91250371893,2,6,0
6936.925057415273,2,17,0
911.1435130585106,1,15,0
251.44506643738293,1,13,0
869.8731913632371,2,9,0
843.2193600074667,1,6,0
41889.165308505144,10,1,1
387.33212197176965,4,6,0
1908.5177896619844,2,6,0
837.0081909768008,4,9,0
1304.4598762267601,3,14,0
1774.933382049246,1,21,0
1573.8060960745995,2,8,0
1793.8299556455293,2,15,0
1458.940980326385,3,17,0
2822.267372331517,1,21,0
1840.9271204024335,3,13,0
1953.2743371122133,1,8,0
613.5249086785817,2,22,0
1728.4961812730417,2,8,0
1651.1748905197878,2,15,0
1723.27223504376,4,9,0
1392.915886886434,4,21,0
1448.4181960932942,3,18,0
1996.6518311377172,3,13,0
770.4917577494471,3,7,0
5053.380438239785,3,9,0
40568.62531832751,5,4,1
26.378131844469294,3,19,0
1073.8690909671586,4,7,0
31277.733880679985,11,4,1
1263.0341470090937,4,19,0
958.1206114402424,1,15,0
1773.5581362673522,3,8,0
1378.5568162777367,1,16,0
